date,open,high,low,close,volume
20/01/2005,192.58,196.25,192,193.92,17985100
21/01/2005,194.44,195.36,188.12,188.28,18498200
24/01/2005,188.69,189.33,180.32,180.72,28017300
25/01/2005,182.2,182.24,176.29,177.12,21297000
26/01/2005,179.27,189.41,179.15,189.24,24591100
27/01/2005,188.76,188.86,185.2,188.08,13241500
28/01/2005,190.13,194.7,186.34,190.34,24391900
31/01/2005,193.69,196.36,191.72,195.62,19174200
01/02/2005,194.38,203.75,190.63,191.9,37640300
02/02/2005,215.55,216.8,203.66,205.96,65533000
03/02/2005,205.99,213.37,205.81,210.86,25950200
04/02/2005,206.47,207.75,202.6,204.36,29608900
07/02/2005,205.26,206.4,195.51,196.03,25894800
08/02/2005,196.96,200.02,194.53,198.64,22937000
09/02/2005,200.76,201.6,189.46,191.58,34308600
10/02/2005,191.97,192.21,185.25,187.98,37927400
11/02/2005,186.66,192.32,186.07,187.4,26205700
14/02/2005,186.08,193.08,181,192.99,77047200
15/02/2005,193.605,199.84,193.08,195.23,51514000
16/02/2005,194.7,199.33,194.3,198.41,33031500
17/02/2005,197.83,199.75,196.81,197.9,20807900
18/02/2005,198.51,198.84,196.66,197.95,16954800
22/02/2005,196.5,198.9,190.39,191.37,26940400
23/02/2005,193.3,194.48,188.66,193.95,31140800
24/02/2005,183.37,189.85,182.23,188.89,51576900
25/02/2005,189.15,189.92,185.51,185.87,19927000
28/02/2005,186,189.87,185.85,187.99,15621100
01/03/2005,189.29,189.75,185.39,186.06,18603700
02/03/2005,185.95,187.67,184.36,185.18,14556400
03/03/2005,186.13,187.75,184.31,187.005,15201900
04/03/2005,186.7,187.25,185.07,185.9,13534600
07/03/2005,187.78,189.6,187.03,188.81,17317400
08/03/2005,189.1,189.85,184.97,185.2,16076100
09/03/2005,184.21,184.65,180.16,181.35,22698000
10/03/2005,181.01,181.2,177.4,179.98,21899000
11/03/2005,180.44,180.95,177.15,177.8,16040500
14/03/2005,178.33,178.4,172.57,174.99,22270900
15/03/2005,175.25,180,174.21,178.61,20823300
16/03/2005,176.7,178.61,175.01,175.6,14198300
17/03/2005,177.13,179.64,175.8,179.29,16504600
18/03/2005,178.81,180.4,178.31,180.04,14165800
21/03/2005,179.27,182.17,177.25,180.88,14952400
22/03/2005,181.18,181.94,177.85,178.6,11252100
23/03/2005,177.97,180.24,177.97,178.98,9680300
24/03/2005,180.228,180.86,179.2,179.25,7402900
28/03/2005,181.68,184.8,180.95,181.42,17458500
29/03/2005,181.05,183.28,178.07,179.57,12933000
30/03/2005,180.64,181.45,179.6,180.45,12459700
31/03/2005,177.95,181.39,177.64,180.51,13523600
01/04/2005,181.76,182.95,179.99,180.04,12351600
04/04/2005,179.95,185.32,179.84,185.29,16136600
05/04/2005,187.73,190.26,187.57,188.57,17455900
06/04/2005,189.24,189.65,187.58,189.22,10494600
07/04/2005,188.78,194.62,188.64,193.76,19365000
08/04/2005,193.69,195.1,191.45,192.05,10222900
11/04/2005,193.09,194.8,192.32,193.23,10810100
12/04/2005,193,194.42,189.41,193.955,14624500
13/04/2005,193.47,194.32,189.73,192.93,13098400
14/04/2005,193.27,194.36,190.1,191.45,12293000
15/04/2005,190.1,190.34,184.66,185,23131600
18/04/2005,184.58,187.88,183.49,186.97,13087400
19/04/2005,189.33,192,188.03,191.4,16843100
20/04/2005,198.58,200.5,195.91,198.1,30872000
21/04/2005,200.42,205,199.32,204.75,35468200
22/04/2005,222.905,224,214.26,215.81,66343700
25/04/2005,217.82,224.74,217.52,223.53,39640300
26/04/2005,220.22,222,218.29,218.75,34509400
27/04/2005,217.99,220.85,216.74,219.78,20509000
28/04/2005,219.5,222.08,217.71,219.45,17348200
29/04/2005,221.91,222.25,217.82,220,18322000
02/05/2005,222.05,223.7,220.21,222.29,19515200
